description,title
"There's something mushroomy and feral about this wine, which finishes with sour cherry.",Armanino Family Cellars 2013 The Pintail Pinot Noir (Napa Valley)
"A blend of Moscatel and Arinto, this is light and thin with only the vaguest hint of citrus fruit acidity. It should be drunk now.",Parras Vinhos 2014 Castelo do Sulco Colheita White (Lisboa)
"The nose isn't very expressive but you can detect whiffs of adhesive bandage, medicinal herb, apple skin and mineral that carry over to the diluted, rather bitter palate. Brisk acidity underscores the wine's lean character.",Lechthaler 2014 Drago Pinot Grigio (Trentino)
"While very flavorful, this wine is more of a dessert drink than a lunch or dinner wine. It smells sweet and earthy, feels unctous and tastes sweet, especially on the finish.",Coast 2013 Chardonnay (California)
"Candied raspberry aromas and a racy, acidic, crisp feel tell you what's coming: pie-cherry tartness and then a sizzle-and-pop finish that's fresh but astringent.",Pagos del Rey 2014 Altos de Tamaron  (Ribera del Duero)
"Balsamic aromas and strong pruney flavors combine for a heavy-handed taste in this full-bodied wine. It seems to be well-aged already, so drink it soon if you like this style.",Pat Paulsen Vineyards 2013 England-Shaw Vienyard Syrah (Solano County)
"Earthy and stemmy in dark black fruit, this wine contains 2% Syrah from Dunnigan Hills, though it's unclear how that contributes. Thin on the palate, it has a medicinal, minty flourish on the finish.",Mossback 2013 Pinot Noir (Russian River Valley)
"Aromas of blueberries, beef roast and fudge give way to a light, straightforward palate of purple fruit. It's a clean wine, but not very complex.",Peachy Canyon 2012 Especial Zinfandel (Paso Robles)
Rustic aromas are followed by rough-edged fruitiness in this young wine. It has ripe berry fruits as well as some firm tannins in the background. It is not yet integrated and needs to develop much more. Drink from 2018.,Quinta de Porrais 2012 Porrais Red (Douro)
"This light, bright wine comes from the north of the Vinho Verde region. It has freshly squeezed lemon juice with a touch of lime zest as well as spice. The lightest prickle on the tongue gives the wine a final lift.",Quintas de Melgaço 2014 QM Terra Antiga White (Vinho Verde)
"Chunky, slightly jammy plum and blackberry aromas are good but basic. In the mouth, this shows tartaric grit and bite along with lean fruit. Flavors of red plum and raspberry finish zesty but with hardly any complexity.",Tricky Rabbit 2012 Reserva Cabernet Franc-Carmenère (Maule Valley)
"This wine also contains 25% Zinfandel and is wildly savage in herb, baked plum jam, tobacco and a strong arm of oak. Midpalate, it takes on more savory peppercorn and herb over fruit, finishing mildly.",Bradford Mountain 2012 Grist Vineyard Syrah (Dry Creek Valley)
"There's a slightly reductive quality on the nose of this wine, with rubber, tar, dill and hot lava rock notes. The palate shows roast beef char, sour cherry fruits and asphalt.",Consilience 2012 Petite Sirah (Santa Barbara County)
"A blend of two different vineyards, this ripe wine is now very mature. It has lost its primary fruitiness and developed toasty spice as well as a more funky, earthy character.",Domaine de la Pepière 2009 Cuvée 3  (Muscadet Sèvre et Maine)
"In this blend of Shiraz and Trincadeira, both grapes contribute red fruits, soft tannins and fresh-faced acidity. With no complications—just bright, juicy fruit—the wine is ready to drink.",Falua 2013 Tagus Creek Tinto Red (Alentejano)
"Both mineral and herbaceous, this is a crisp, taut and textured wine. It shows a tangy character, lemon zest and bright acidity. It's still too young, so drink from the end of 2015.",Quinta da Rede 2013 Rede Branco White (Douro)
"Similar to the winery's regular Pinot Noir, this is moving quickly along the aging curve. Hints of strawberry fruit are cloaked in barrel flavors of mocha and cracker. Drink soon.",Reustle 2013 Winemaker's Reserve Pinot Noir (Umpqua Valley)
"Red plum compote is at the center of this wine, a 100% varietal, with hearty bursts of herb and green pepper, as well as savory spice. From the cooler Coombsville appellation, it is soft, round and on the paler, thinner side of Napa's ripeness spectrum, more restrained.",Silverado 2011 Estate Grown Mt. George Vineyard Merlot (Napa Valley)
"The inaugural vintage of this wine, named for a water goddess, this offers herb, grass, lemon and peach around a medium body influenced by some oak. As it develops in the glass, tropical fruit unfurls in a refreshing spritz before settling down to a tart finish.",Stag's Leap Wine Cellars 2013 Aveta Sauvignon Blanc (Napa Valley)
"The wine is still young with its crisp red fruits and tense tannins. It is a structured wine, firm with a dry core and still developing its fruitiness. It will need to age a while yet, so drink from 2018.",Yohan Lardy 2015 Les Michelons  (Moulin-à-Vent)
"The aromas are light, with notes of freshly cut apple and spice. It drinks dry with elegantly styled fruit flavors that linger on the finish. It shows a very pretty styling.",Analemma 2014 Atavus Vineyard Gewürztraminer (Columbia Gorge (WA))
"Light strawberry fruit with tart acidity carries a wine of modest proportions. It's drinking well, and might be a good choice for a simple salmon preparation, as it would not overwhelm the fish. The finishing tannins have a definite herbal flavor.",Argyle 2014 Nuthouse Pinot Noir (Eola-Amity Hills)
"Jammy plum and berry aromas come with dessert herb scents. A juicy palate doesn't offer much structure, but this Monastrell-Syrah blend tastes good courtesy of plum, blackberry and toasty flavors. The ripe warm finish is generous.",Chopo 2014 Monastrell-Syrah (Jumilla)
"Smooth and polished, this medium-bodied wine has attractive fruit and cinnamon aromas, generous dark-fruit flavors, and light touches of baking spices.",Meyer Family Cellars 2013 Syrah (Yorkville Highlands)
Aromas of vanilla and cocoa mix with red fruit. The fruit flavors are full and palate coating but the oak seems a little too intense at times.,Milbrandt 2012 Vineyard Series Clifton Vineyards Grenache (Wahluke Slope)
"Hibiscus and strawberry scents make an appealing invitation on the nose of this bottling, and then light cola and pepper spice up the ante. This would be a great red for warmer weather, served with a slight chill that would still allow the flavors of sandalwood, red cherry and marjoram to emerge.",MooBuzz 2015 G-S-M (Central Coast)
"Though a reserve bottling, this shows a very fresh and sprightly side of the grape rather than its dense face. Squeezed blackberries, just-picked thyme and a touch of burnt caramel show on the nose, while the palate offers Concord grape, boysenberry and iced-coffee flavors.",Opolo 2012 Reserve Cabernet Sauvignon (Paso Robles)
"Melon, nectarine and mild citrus aromas are clean and direct. This basic white is firm and balanced, while stone fruit, melon and white-pepper flavors end easy and fresh.",Palma Real 2015 Verdejo-Viura (Rueda)
"This structured wine has a strong mineral element. With black-currant and berry flavors, it is firm and still young. Swathes of rich fruit are sustained by solid tannins. Drink from late 2017.",Parras Wines 2015 Evidência Red (Dão)
"Candied black cherry and fresh boysenberry aromas meet with darker touches of soy, teriyaki and burnt caramel on the nose of this bottling. The palate is mineral-driven, with light tar, asphalt and peppercorn flavors leading into dusty elderberry fruit.",Proulx 2014 The Wah Syrah (Paso Robles)
"The second wine of Vale Meão, this is rich and fruity. It has enough structure to allow it to develop while also having plenty of red-berry fruits and soft tannins. Give this wine until 2019.",Quinta do Vale Meão 2014 Meandro do Vale Meão Red (Douro)
Red-berry fruits and soft tannins give a wine with some juicy acidity and spice. The firm aftertaste shows that it is still needs time. Drink from 2018.,Quinta Dona Matilde 2013 Dona Matilde Reserva Red (Douro)
Spice from wood aging is the initial character of this wine. Then the fruit comes through more strongly to give the wine richness and structure. Drink from 2018.,Quinta dos Poços 2013 Reserva Red (Douro)
"Aromatics of rose and mint give this wine prettiness on the nose before getting into darker, richer components on the palate. Medium in build, it retains a sizable tannin presence in its youth, complemented by dark cherry and a char on the oak.",Robert Mondavi 2014 Reserve Pinot Noir (Carneros)
"A mix of clones and vineyard sources, this is a bit rough and tumble, as the name might suggest. Hard cherry candy carries a touch of rubber, and some rugged tannins. That said, it's got plenty of punch and power.",Roco 2014 Gravel Road Pinot Noir (Willamette Valley)
"Earthy nose of dried underbrush, truffle and scorched soil give way to cranberry and sour cherry flavors. Dried herb and dark spice add some depth while tightly packed astringent tannins leave a mouth-puckering finish. It's rather straightforward but let the tannins relax for another few years then drink.",Tenuta Duecorti 2012 Castelletto  (Barolo)
"A blend of 85% Nebbiolo and 15% Uva Rara, this fragrant red boasts alluring scents of pressed rose, moist earth, aromatic herb and whiff of exotic spice. The racy straightforward palate doles out tart red cherry, star anise and a hint of clove alongside fine-grained tannins and firm acidity.",Podere ai Valloni 2014 Gratus Bio Red (Colline Novaresi)
"This is a very good, medium-bodied wine. It has lightly oaky aromas, lots of fruit flavor, a smooth texture and an almost-sweet finish.",Jamieson Ranch 2014 Whiplash Malbec (California)
"This is a light-bodied and full-flavored wine with a good, gripping texture and plenty of ripe plum and black pepper aromas. A fruity and beefy flavor carries through the finish.",Leaping Lizard 2014 Merlot (California)
"An innovative blend of Sauvignon Blanc (53%), Semillon (37%) and Viognier (10%), this medium-bodied wine delivers a mix of figs and melons, underscored by a silky texture. Ready to drink.",Wirra Wirra 2015 Scrubby Rise White (Adelaide)
"Cola, plum and red-currant aromas set up a tight palate with clamping tannins. Flavors of black cherry, cassis, plum and chocolate are lasting across the finish. This needs hearty food, additional airing or both to show its best.",Zolo 2015 Sustainably Farmed Estate Grown and Bottled Cabernet Sauvignon (Mendoza)
"Heady aromas like wood smoke, black pepper and new rubber tire lead to equally peppery, smoky flavors and a firm, nicely tannic texture. The wine is medium to full bodied and well concentrated.",Greystone Cellars 2014 Petite Sirah (California)
