Name,Price,Mileage,Doors,Horsepower,Seats,Year,Cabriolet,Black,ImageId
MERCEDES-BENZ E 350 CGI BlueEff Avgarde,49800,25000,4,292,5,2009,False,False,3e4f6b2e-20d6-486f-94be-387828f6e732
OPEL Astra 2.2i 16V,15800,31000,2,147,4,2003,True,False,1f235d5d-0e71-4483-814d-d7ffbceb4315
FORD Focus 1.8i 16V Carving,6900,64900,5,115,5,2003,False,False,6e5fee89-4252-4592-ad6a-5f94e9bc6439
FORD Focus 2.0i 16V Carving,6900,92700,5,131,5,2004,False,False,b3c3b93e-e0a3-4415-b78d-f21103a55636
MERCEDES-BENZ SL 500,49800,33000,2,306,2,2002,True,False,7734b729-5d2e-4f35-9c74-92cae6e3d88b
BMW 330Ci,19800,79500,2,231,5,2001,False,False,45fc9b68-8a24-4c4b-bb51-34cc0e6606b9
VW Passat 1.8 TSI Comfort,29300,39970,5,160,5,2008,False,True,becf217d-9ae9-44ab-87c1-70043e945f21
BMW 330d Touring,6500,226000,5,184,5,2000,False,False,b8dfc03b-ed8d-4152-b12a-a70f7ca71684
AUDI A6 allroad 2.5TDI quattro,6900,206000,5,180,5,2001,False,False,d92c76f4-43c1-490e-b25c-0c2a1d954182
VOLVO V50 1.8 Summum,17900,14700,5,125,5,2006,False,False,6c9ebd10-045b-43f7-9374-59159b268403
VOLVO V70 2.4D Stockholm Sport,29900,23000,5,163,5,2007,False,False,e95d3bdc-c9c3-4280-959d-d9252fcb14f4
VOLVO V70 2.5T Summum,34900,29000,5,210,5,2006,False,False,f26037ab-344e-49dd-8160-5f65e7bcf4a6
VOLVO V70 2.5T Momentum,36900,13000,5,200,5,2008,False,True,f7a717e0-5f8d-4dd0-9548-c08dc1c266dc
BMW 325i Touring,39900,27000,5,218,5,2009,False,False,1047bc3a-38c9-4b56-95dd-7c1550861a6f
LAND ROVER Discovery 3.9,11800,55800,3,185,5,1998,False,False,a9c3300f-01ab-4171-922e-2c735f2da2ae
AUDI RS6 Avant quattro,39800,1000,5,450,5,2002,False,True,267e7a33-1b28-463e-9e27-76e7cb4850e2
JAGUAR S-Type 4.0 V8,8900,232000,4,276,5,2001,False,False,404c54ac-b153-4cc2-8883-62ae02787c4f
LAMBORGHINI Gallardo 5.0 V10 Spyder,138500,7900,2,520,2,2007,True,False,980c8ce3-29e0-492a-ba88-abbe93f6520f
MERCEDES-BENZ SLK 200 Kompressor,54800,160,2,184,2,2009,True,False,ed7a24b3-24df-495d-8e0f-c9cdff963513
AUDI RS4 Avant quattro,39800,34900,5,380,5,2001,False,False,57a5efa3-72a1-439d-96a6-8d59633e85c5
FORD FOCUS Kombi 1.6 16V TDCi Trend,8500,109500,5,109,5,2005,False,False,738b2446-1ac2-433a-97d1-160145a99bc3
TOYOTA Yaris 1.8 TS,12990,48600,5,133,5,2007,False,False,0411828c-93cf-4ffc-a10f-39c318c152cb
TOYOTA MR2 1.8 VVT-i,21000,42800,2,140,2,2002,True,False,c28411c8-536e-4de9-a24d-409a55fd9aa9
OPEL Corsa 1.4 TP Color Ed.,15300,22000,5,90,5,2010,False,False,d21b4b9e-3631-4629-94df-e063a71f5524
MERCEDES-BENZ SL 65 AMG,74800,47000,2,612,2,2005,True,True,8c313d88-5691-4781-aefd-579567b7c1f7
BMW 330Ci,19800,81900,2,231,5,2002,False,False,671942ca-2ad7-49b8-9271-523e48b3a500
AUDI A4 allroad 2.0 TDI qu,44990,35700,5,170,5,2010,False,False,f548ff6d-cfd0-4b3d-a590-c96056cf0afe
DAEWOO Kalos 1.4 16V SX,9500,64000,5,94,5,2004,False,False,8741bc1a-60b1-40e3-9b66-1d1a9f70150f
BMW 740i,19800,49200,4,286,5,1998,False,True,2fa0147b-fcfc-42e0-aa66-60e6e96f577e
BMW M5,29800,39700,4,400,5,1998,False,False,ef433c2a-239a-4fbe-b40c-4e9a40ae5fed
TOYOTA Corolla 1.6  Sol Automatique,11900,54000,5,110,5,2005,False,False,c870a422-548b-4985-84d8-5000f36d896c
FERRARI F550 Maranello,79900,43000,2,485,2,1998,False,False,ca14a063-82ed-4804-9be4-2a3b8688c3b0
OPEL Frontera 3.2i V6 Limited,6600,153900,5,205,5,2001,False,False,e6395990-b848-4b65-a35c-4dd507d9cfeb
AUDI A6 Avant 2.5 TDI Advance,1700,293000,5,150,5,1998,False,True,ad89dfa0-e831-42c9-91b7-3d80b04545c7
MERCEDES-BENZ S 500,69800,77200,4,388,5,2005,False,True,dcf07544-4d95-41de-b05a-b198cc15c740
SEAT Exeo 2.0 TDI Style,17900,65000,4,143,5,2009,False,True,5a079fb7-8212-4b43-8c87-76068366efed
OPEL Astra 2.2i 16V Edition,4900,128000,2,147,5,2003,False,False,e66d8ca4-572f-4700-bab3-e6c4e82795e1
CADILLAC CTS 3.6 Sport Luxury,19800,47000,4,257,5,2007,False,False,65d96cf7-540b-44f5-9a96-f820d2011bd6
PORSCHE 911 Carrera S Cabrio,89800,29800,2,355,2,2006,True,True,1b12f83a-f4da-48ba-bb12-b9274bf87d8e
TOYOTA Prius 1.5 16V Hybrid,8900,110000,5,78,5,2004,False,False,1f91fd2e-d263-417f-875d-68ac23210098
TOYOTA Prius 1.5 16V Hybrid,16600,42000,5,78,5,2008,False,False,7ab4d884-fc04-4ddd-bef3-c5ceaff91486
MERCEDES-BENZ S 65 AMG L,99800,78000,4,612,5,2007,False,False,c520827a-f63d-41a8-8149-f318f8bab86c
FORD Mondeo 2.5i V6 Ghia,5900,89000,5,170,5,2001,False,True,ce680eb5-e928-4aa0-b183-f0f517c53462
HONDA Civic 1.3 iDSi IMA Hybrid,11900,30000,4,95,5,2007,False,False,cde2b189-d2d3-4b2f-833b-7ace9175f426
AUDI TT Rds 2.0 TFSI,28590,56700,2,200,2,2007,True,False,d6361b21-1243-4e16-9a64-7ac2dc222322
TOYOTA Prius 1.8 VVT-i HSD Sol P,28900,10000,5,99,5,2009,False,False,367cdec5-b047-406d-90d2-5331a02ad2c4
OPEL Corsa 1.4 TP Sport,14600,6000,3,90,5,2010,False,False,552d2e8b-7cfd-4b39-b18e-c387f38512f4
OPEL Corsa 1.4 TP Enjoy,12500,7000,3,90,5,2010,False,False,5254efe8-810e-4a87-a38e-3b60bcd315c2
FERRARI F550 Maranello,84500,13800,2,485,2,2000,False,False,957194ea-1c38-49ef-876a-5ced0bc68179
VOLVO XC90 2.4D(D5) AWD Kinetic,18800,115000,5,163,7,2004,False,False,cbc06f8d-4f7d-4ede-a0ad-981f959caf54
VW Passat 1.4TSI BlueM Comf.,21950,52000,5,122,5,2009,False,False,8144f29f-a8ea-4f5a-bb7e-c8d0212c514d
MERCEDES-BENZ ML 55 AMG,15800,134500,5,347,5,2000,False,False,3e1f72d2-1b1e-40f4-a284-6cd7839721c7
MERCEDES-BENZ SLK 200,9800,79800,2,136,2,1997,True,False,418a9427-f627-4563-8b00-bbe08fc09ba0
BMW 528i,6990,258000,4,193,5,1996,False,False,8ffb93c1-8a8b-4275-a96a-8b889d21febb
MERCEDES-BENZ C 320 El+®gance,9600,143000,4,218,5,2001,False,False,16b3599c-5ad5-4826-8657-40fbcde5f69a
TOYOTA iQ3 1.33,19900,100,3,98,4,2010,False,False,a567df24-6703-43e2-b64e-04a9bb7be3ac
BMW 645i,33900,104000,2,333,4,2004,False,False,933fe9e1-b1a8-429f-b9b4-fa4e2d1a6c0b
BMW 530i Touring,11900,109000,5,231,5,2003,False,False,f7944c9a-9156-425a-8f40-2a83f5ef8bc9
PORSCHE 911 Cabriolet 3.4 Carrera 4,48000,82000,2,300,4,1999,True,True,572db71b-beb1-400d-aba9-c89e47722227
LAMBORGHINI Murci+®lago LP640-4 Rds,450000,2458,2,641,2,2009,True,False,d64c90f5-0238-43d9-9942-10197b4e469b
MERCEDES-BENZ E 200 Kompressor El+®gance,29800,70000,4,163,5,2004,False,True,3b3b42d3-ebb9-4c20-aa8c-904af5c30749
TOYOTA iQ2 1.0,14800,12437,3,68,4,2009,False,False,9b930e86-40be-4f43-a0f9-7f8c4c240926
MERCEDES-BENZ SL 500,59800,8000,2,306,2,2006,True,False,d5261f59-405d-42fe-8572-fd9df0478e72
MERCEDES-BENZ CLK 320 Avantgarde,22300,73800,2,218,4,2004,False,False,07d92e11-90e8-426c-b257-a1e8ac0b5ce3
VOLVO V50 T5 Momentum,24900,9602,5,220,5,2006,False,True,bc786acb-32a5-4c70-b420-c8d22420c9f7
PORSCHE Cayenne S,84800,1,5,385,5,2009,False,True,f9c66e5a-e712-4fec-b6f2-5524cfecb8ba
MERCEDES-BENZ C 200 K. Avantgarde,9800,143000,5,163,5,2002,False,False,a4dc82ea-19ee-4ea3-8b19-50b8407e8c4e
VOLVO V50 T5 AWD Summum,41900,1000,5,230,5,2009,False,False,9e840574-efef-40c6-82b2-616ad6003387
FERRARI F360 Modena Berlinetta,99900,8000,2,400,2,2005,False,False,0756f6f9-eb96-4ebf-99b3-4edeb0f43a73
RENAULT Laguna 2.0 T Initiale,10900,50001,5,170,5,2006,False,False,14a4ee12-0f5f-4d1d-864c-686623ff3e1b
MASERATI Spyder GT,36800,63000,2,390,2,2002,True,False,816c07d9-ee43-463a-a615-24d8325fda31
VOLVO V50 T5 AWD Summum,26900,88400,5,220,5,2005,False,True,7af602a2-367f-431b-a6c5-b6707a315139
TOYOTA iQ2 1.0 VVT-i Aut.,15000,32000,3,68,4,2009,False,False,f9e464ee-c294-44b7-b5c6-7228b476ada3
CITROEN C1 1.0i SX,5900,28000,3,68,5,2006,False,False,31884e13-eb1c-4094-8abb-d817d80981d1
SAAB 9-5 2.3T Aero,13500,136800,5,250,5,2003,False,True,e78e24de-4014-43d3-883b-cd5d636f2c98
BMW-ALPINA B5 4.4 V8 Touring,49900,48000,5,500,5,2006,False,False,0f824831-b45e-4869-80eb-4fe002ae1255
TOYOTA Yaris 1.3 Luna,7000,128000,3,86,5,2002,False,True,c386773e-2123-4cd0-9291-8ee9560bfa3f
SAAB 9-3 2.0t BP Vector,29800,49000,5,175,5,2010,False,False,cbfbd1cf-99d2-481d-982a-a1864759f2de
VOLVO C30 T5 Kinetic,25900,8000,3,220,4,2007,False,False,192c6eff-ee58-4b40-aa47-7172fa77220e
NISSAN Micra 1.2 acenta,8900,26000,3,80,5,2009,False,False,591a0296-8dec-4e22-a9ce-2ca7f1a99cf6
TOYOTA Avensis 2.4 D4 VVT-i Sol,19800,84850,5,163,5,2007,False,False,8103f87c-b393-4091-8497-8ce260cf3267
SUBARU Impreza 2.0D Swiss,22500,41500,5,150,5,2010,False,True,2a1a2ac4-c7d2-48b0-ad80-0a2bd76902fb
ASTON MARTIN DB7,39800,97200,2,332,4,1998,False,False,f5838b1a-5f0c-41ab-967c-138371291057
MERCEDES-BENZ SL 55 AMG,49900,25000,2,476,2,2002,True,False,43c9dba9-df07-4916-a922-b5c30478e74c
MERCEDES-BENZ C 240 Avantgarde,10900,134000,5,170,5,2004,False,True,e35f031a-c84a-47c3-8eb5-86b20b08e226
RENAULT Clio 1.6 16V Dynamique,9800,72000,5,112,5,2008,False,False,e0b81a4a-c966-4db8-b063-38df659363ec
TOYOTA Avensis 2.0 VVT-i Sol,25900,45000,4,152,5,2009,False,False,b1e034db-ec2e-4983-b2ed-ae1a4b31cc83
NISSAN Primera 2.0 tekna,10900,113600,5,140,5,2003,False,False,7e8bfd22-d530-4702-8082-5eb3f5af7664
MERCEDES-BENZ CL 500,24500,73000,2,299,4,2000,False,False,9d89900e-af03-4f63-85cc-60fabb3d1d48
LOTUS Esprit 3.5 V8 GT,74500,16900,2,354,2,1998,False,False,fb40bf6a-4083-4073-8b82-093b33b5af5d
MAZDA 2 1.5i 16V Sport,18940,20,5,103,5,2012,False,False,8e7c8c1f-4909-491b-aff8-f54e3193a03c
MERCEDES-BENZ SL 55 AMG,74800,25200,2,517,2,2006,True,False,bae5809f-6b7f-488d-84a0-eadb71094b82
FIAT Punto 1.2 Active,4900,107000,3,60,5,2003,False,False,2f28fbc8-cc31-43e6-a33c-a182309d4449
RENAULT Sc+®nic 2.0 16V Emotion,18900,92000,5,135,5,2006,False,False,6ce1d7f7-5e13-4a5d-a3c2-b92190c25e87
VOLVO V50 T5 AWD Kinetic,19500,99700,5,220,5,2005,False,False,ebce0627-b130-48d2-8825-b9d781697121
FERRARI F430,119800,29300,2,486,2,2005,False,True,32bba966-2405-47d7-9059-04a52f96c3e4
RENAULT Twingo 1.2 16V T GT,11900,35000,3,101,4,2007,False,True,bebb893e-3e8f-46d0-a3a2-85d7932007ce
LANCIA Delta 1.9 D-MJ TT Oro,20900,65000,5,190,5,2008,False,False,becc49f1-7368-414f-83d4-951f3152a20e
VW Polo 1.4 16V Comfort,6900,100000,5,75,5,2004,False,True,2dc9c629-ffe9-4f27-a7f1-c818aab8f36f
HONDA Jazz 1.2 i Cool,9999,27400,5,78,5,2008,False,False,faa85259-320f-43cb-adbb-c30cdd814631
BMW M3 CSL,59800,32200,2,360,4,2004,False,False,d5245232-3d6d-4e89-af06-673fddc42f87
MERCEDES-BENZ SL 500,46800,53000,2,306,2,2003,True,False,ce0fd1df-f5b1-4296-ac1e-879cf08a4ec5
NISSAN Primera 2.0 acenta,7900,171000,5,140,5,2005,False,False,da15e97e-9eae-43de-a5a9-24c0f65050a5
MERCEDES-BENZ CLS 55 AMG,44800,77000,4,476,4,2005,False,False,d53c9c31-e7e4-4a1b-8aba-e9c3c8ce80dd
CHEVROLET Kalos 1.4 16V SX,8900,34800,5,94,5,2008,False,False,5faf5c2b-6b2d-4515-9009-6f8a1d914c80
OPEL Corsa 1.4 TP Color Ed.,14900,7000,3,90,5,2010,False,False,0d6f8aac-f274-4b72-8bea-89d40c2e0bd5
PEUGEOT 306 Cab. 1.8 16V(Iceland),5900,127370,2,111,4,2002,True,False,d048173b-ac99-4338-825f-9b1bd83331f0
MITSUBISHI Carisma 1.8 GLX Jubil+®,1900,169000,4,116,5,1997,False,False,ff199de0-ca18-44d5-86fb-8a40a6d2bff5
SAAB 9-5 2.3T Aero,11800,116900,5,250,5,2002,False,False,b0b5ffd2-9ac9-436d-9208-e718e088fd9d
TOYOTA Hiace 2.7 Wagon LWB,16900,158000,4,143,9,2001,False,False,3d0d0fa7-00be-45aa-856a-58280580e5e8
SAAB 9-3 2.0i-16 TS Aero,8900,134600,3,205,5,2001,False,False,3f778d8a-08c4-417d-92ad-ce1dbf55b986
VOLVO S40 2.0D Momentum,25900,39000,4,136,5,2010,False,False,a6ac84a1-5d8c-402a-ad4d-a06b762424ff
LEXUS RX 300 Edition,19500,158000,5,204,5,2003,False,False,f557d8af-2242-4ed2-b421-be2e1a553c28
RENAULT Kangoo 1.6 16V Privil+¿ge,13900,49000,5,95,5,2007,False,False,568915ee-13c1-478c-bfcb-c021e34dfafc
FIAT 500C 1.2 Pop,19900,7000,3,70,4,2009,False,False,6dcb1228-380a-4836-bd90-14d18406194c
FORD Focus 2.0i 16V Ghia,3900,205000,5,131,5,2004,False,False,7cb16dc9-0a04-40ca-a0d1-662ace8b674b
SMART Fortwo passion mhd,13950,11000,3,71,2,2008,True,False,dff8ac39-8a69-406b-bb37-5741f0fac6ad
TOYOTA Auris 2.2 D-4D CP L.Sol P,22900,25000,3,177,5,2008,False,False,c162bc1a-b52c-4363-b5ae-48d5bb5ec6a0
HONDA Legend V6 3.5i,4900,168000,4,208,5,1999,False,False,06686426-2315-49e5-935d-5d5f46b48003
FIAT Seicento Hobby,4800,57000,3,54,5,2000,False,False,a425c003-e8e9-4c8c-aecb-58d768b889ff
VOLVO V70 D5 Stockholm Sport,25975,93900,5,185,5,2006,False,False,6cfda8b2-b57b-4ff4-8662-c2df33cdd83f
VOLVO V50 2.4 Summum,29900,25000,5,140,5,2008,False,False,be89eab3-8c49-4248-a78e-6a38d3080971
RENAULT Espace 2.0-16 The Race,9990,87400,5,140,5,2001,False,False,4a2e0ec1-3d8d-4a88-b166-dd25b3402132
HONDA Civic 1.8i Sport,22000,10600,5,140,5,2009,False,False,2cf77ae8-248a-4171-b914-23d1d0dab7a7
HONDA FR-V 2.0 Executive,15000,100150,5,150,6,2004,False,False,e82d2158-4a8f-41f4-a1be-4613bd5670d1
VOLVO V70 D5 Summum,23800,79700,5,185,5,2006,False,True,ea3f1e99-0f9b-41aa-b7c1-f4fbe3ed9c73
LAMBORGHINI Murci+®lago 6.2 Roadster,248500,6500,2,580,2,2006,True,False,a6e6657f-2851-41da-9d54-eb881b3cf499
MITSUBISHI Space Star 1.8 Elegance,5900,79800,5,122,5,2001,False,False,51d12800-9e08-4436-bdfc-45e87613fbc0
VOLVO V50 1.6D DRIVe Momentum,21900,19000,5,109,5,2009,False,False,e1245016-a7f7-4020-9a71-971068d8c202
VOLVO V50 DRIVe S/S Momentum,24900,28000,5,109,5,2009,False,False,a0a51201-9bc5-40fe-a84e-cb83f56fa586
LAMBORGHINI Gallardo 5.0 V10 Spyder,158000,20900,2,520,2,2008,True,False,c9796b64-c8fc-412a-b0ab-aaf8ab3a187f
RENAULT M+®gane 1.4 16V T Dynam.,27500,3500,5,131,5,2009,False,False,aba6d9b1-3b96-4a89-b45e-5c8e65049fff
RENAULT Sc+®nic 2.0 16V Dynamique,13800,74100,5,135,5,2004,False,False,19ac1a20-ff34-4b23-82b9-f5e244e9de6b
TOYOTA iQ3 1.33,13500,22000,3,98,4,2010,False,False,35afb421-2d20-427e-a6a8-e85e50ecaff3
BMW 330xi,24800,67100,4,231,5,2000,False,False,2a965912-6bbb-4e8e-a18f-7b1bc88021c8
SEAT Exeo 2.0 TSI Style,24500,40000,4,200,5,2009,False,False,dc12bfa8-fcde-4dab-a511-770a85902d73
NISSAN Tiida 1.8 tekna,16900,47000,5,126,5,2009,False,True,f2dc184f-1dda-49cc-a4ba-15e10d2ead7c
AUDI A4 2.0T FSI,28900,10000,4,200,5,2007,False,False,c26eadf3-6c60-4724-9fac-b9784455c0cd
FORD Maverick 3.0 24V,9990,95000,5,197,5,2002,False,True,1f110e42-3b59-4fd7-8a56-832ac71cb836
ALFA ROMEO 159 3.2JTS Q4 Distinctive,15900,91900,4,260,5,2006,False,False,df2c12e4-47d5-45d0-8a2f-d47304df58a5
MERCEDES-BENZ A 200 CDI Avantgarde,24900,38500,5,140,5,2009,False,False,9d88939e-bba5-4513-9019-87a7648e0213
CHRYSLER PT Cruiser 2.0 Classic,7400,47250,5,136,5,2000,False,False,d844b324-a774-463a-bd20-b207e9291253
MITSUBISHI Colt 1.3 16V Invite,8300,77000,3,95,5,2006,False,False,34f1f3a3-fd18-4a0b-801d-399e05b11aa3
PORSCHE Boxster S 3.2,79000,19900,2,280,2,2006,True,True,dbd698a8-07b0-4f16-aec8-e8c2d491feeb
SEAT Toledo 2.3 V5,5990,146000,4,150,5,1999,False,False,186e625b-9167-4159-a6e5-ded3ccc8c0c7
VOLVO V50 T5 AWD Summum,52900,1000,5,230,5,2010,False,True,c4bab626-b405-4a95-8431-0bd95eb1eb8c
DAIHATSU Materia 1.5,22000,40000,5,103,5,2010,False,False,543c0621-5526-4f8e-ab58-79906e314129
MERCEDES-BENZ SL 55 AMG,74800,59300,2,500,2,2003,True,False,007f7892-08dc-4b8a-852b-67a3fbe44180
AUDI A6 allroad 2.5TDI quattro,10900,180500,5,180,5,2001,False,False,d365bc36-d16d-4763-9fdb-071c845c58fc
RENAULT Laguna 3.0 V6 24V RXE A,960,246000,5,191,5,1998,False,False,27a4080a-b100-4bb7-84e6-9977fa9745cd
SAAB 9-5 2.0t Vector,17900,58500,4,150,5,2006,False,False,ad0c6c3b-cd81-4870-91eb-b719bf52e2ee
MERCEDES-BENZ SL 55 AMG,44800,81000,2,500,2,2003,True,False,19103a5c-e39d-4b44-b79b-885e3fe95c51
RENAULT Laguna 2.0 16V Expression,9900,67500,5,133,5,2006,False,False,0c9ece00-fd64-4a3a-b50a-187a913c5cab
CITROEN C3 1.4i GNV (SX Pack),11300,51000,5,73,5,2007,False,False,44f5b83f-d534-4216-9c8a-9f212b9ef8d1
FERRARI F360 Spider F1 ,69900,37310,2,400,2,2001,True,False,72993e7e-b343-47fb-941d-a82c6bea2065
TOYOTA iQ 1.0,12900,31500,3,68,4,2010,False,False,f4651556-7034-4ec5-8196-7c265470f77f
PORSCHE 911 Turbo Cabrio,69800,14400,2,420,2,2004,True,False,b98367fe-e5b9-4b89-a0d5-af13063ca7d0
PORSCHE 911 Turbo,59800,88700,2,420,4,2000,False,False,c52cbb3d-13c6-4b8b-b4f0-b5a9f76e51d1
TOYOTA Prius 1.5 16V Hyb.Limited,29800,25000,5,78,5,2009,False,False,785585dc-f200-498e-ab5e-63c9e673fbdd
JAGUAR XKR 5.0 V8 SC,144800,4000,2,510,4,2010,True,True,045ee6dc-1460-4c3d-98b1-50013f6fbc08
AUDI RS6 Avant 5.0 V10 quattro,84800,29300,5,580,5,2008,False,False,07fa2c8d-bf35-46a1-a7b8-ee4879e4af4d
AUDI A6 Avant 3.0 quattro,11900,113000,5,220,5,2002,False,False,51924d3b-0766-491d-9946-f12135e957c4
AUDI A8 3.2 FSI quattro,33800,59000,4,260,5,2005,False,False,c093fff3-8130-4dcb-86dd-24a5111fe2e6
BMW 330xd Touring,27900,133000,5,231,5,2006,False,False,7c37acea-0153-4449-826e-ff2237bef287
MERCEDES-BENZ C 180 K BlueEff (Classic),29800,12700,5,156,5,2009,False,True,8821d2cf-f600-4571-9cf8-8b7a71da76ca
LEXUS SC 430,39800,58000,2,285,4,2004,True,False,af8ba8f7-4911-4454-b26d-6e8c0f1fb9ed
TOYOTA Corolla 1.4 Linea Terra,8800,76600,5,97,5,2004,False,False,7873fbbd-f860-47cd-bc76-ed05d31913f1
CITROEN C5 2.2 HDi Exclusive A,4900,176000,5,133,5,2003,False,False,46b0a32f-34c3-4f5b-87d0-ff81e3a60609
LAMBORGHINI Gallardo LP560-4 Spyder,265000,5000,2,560,2,2009,True,False,892e8f3b-73b7-4563-b380-f95ae294ae1a
MINI Mini Cabrio Cooper S,32900,48000,2,175,4,2009,True,False,f7b91f14-7546-4caf-bc50-9c9dc1ebc01e
FORD MONDEO 2.0i 16V Carving,15700,24800,5,145,5,2009,False,False,64417e81-3c32-43af-8b37-ab50acce0cd9
AUDI A5 Coup+® 2.0 TFSI quattro,44800,44000,2,211,4,2009,False,False,c28b7ff7-5d54-410b-b4c9-d05d56aef68e
VW Bora 2.3 Highline,3900,271000,4,150,5,1999,False,False,713884b7-88f9-41e0-9b5a-87f198aaee29
FERRARI F360 Challenge stradale,165000,15575,2,415,2,2003,False,False,b2ea63e8-a282-415d-a8da-0d8a24e74f1e
FERRARI F550 Maranello,73000,64500,2,485,2,1997,False,False,a6004c63-6ca6-4986-8a0e-fb92362682eb
MERCEDES-BENZ E 250 CDI BlueEff Avgarde,44800,66500,5,204,5,2009,False,False,fe0278e7-5096-40b1-992f-274f723b6752
MERCEDES-BENZ E 350 CGI BlueEff Avgarde,58800,19500,5,292,5,2009,False,True,38bbc49b-7142-4f9d-9c93-a3f4a73ac7b8
MERCEDES-BENZ E 350 CDI BlueEff Avgarde,46800,73000,5,231,5,2009,False,False,65e4dffe-de96-470b-b357-c1c2617541a4
BMW X5 4.4i,27800,40500,5,286,5,2000,False,False,becb335d-3715-4e63-a1bb-5f77d9cdfb5c
FERRARI F355 GTS,79500,32500,2,380,2,1999,True,False,fe1f9d79-33e8-47cc-8150-d5d37998e54b
PORSCHE 911 GT2,95900,43600,2,462,4,2001,False,True,aff8f410-19f6-4a34-9bff-9becc95c789e
NISSAN Note 1.6 acenta,11900,21800,5,110,5,2006,False,False,b93852d2-a96a-4ebf-a4ef-3caa63fd9a65
VW T5 Multivan Startline 2.5TDI,37990,4000,4,131,7,2010,False,False,ff0548f3-6145-4f30-9497-682f9d2e930c
SAAB 9-3 2.0i-16 LPT,1900,154000,3,154,5,1999,False,False,f7291c04-6169-4b60-9667-2923d5068c8f
FERRARI 612,120000,42000,2,540,4,2008,False,False,25bc713b-c6af-42b8-be00-d6815e610ac0
TOYOTA iQ 1.0,13900,45000,3,68,4,2009,False,False,184cc215-bf73-420c-9b48-e834cc756b99
MAZDA RX-8 Cosmo,17999,47738,4,231,4,2004,False,False,e4fffe16-2cd2-4677-aec0-8a2b1a9fd0ad
FERRARI F430 Spider,289000,150,2,486,2,2009,True,False,3743023a-61b4-4dde-8ffd-e343bf00c58b
FORD Galaxy 1.9 TDi Ghia,12900,133000,5,116,5,2006,False,False,829178cb-7662-4f0b-91b3-38bedbcd55b6
RENAULT Espace 2.0 T Swiss Ed.,29900,25000,5,170,5,2010,False,False,b4f29b50-3d45-4c6e-8465-96bad5209c8b
VOLVO S80 2.9,14800,125000,4,200,5,1999,False,False,5fb0613e-30e1-4fc8-88dc-5845c8085f8d
VOLVO V70 2.5T Momentum,36900,59600,5,200,5,2010,False,True,f09aa43c-cd53-4428-9a14-17f7c618b424
FIAT Punto 1.8 16V HGT,1800,191544,3,131,5,2000,False,True,c965e8f8-27c3-47c9-8c30-509297e7dd5a
FORD Fiesta 1.2i 16V RS,3990,141000,5,75,5,1998,False,False,7db3f70c-381d-4435-90aa-1a517e9d50e6
VW Phaeton 6.0 W12 4Motion,27800,31300,4,420,4,2002,False,False,ccf608a4-01a2-4778-a2ad-f0ebc1cf93d4
RENAULT Sc+®nic 2.0 16V Fairway,12200,79000,5,135,5,2005,False,False,e3aa21a1-46fd-4439-90ea-51e8161911da
VW Golf Plus 1.4 TSI Sport,17500,60000,5,170,5,2007,False,False,4574e9e3-06bb-426c-909f-dc9e2ee8264f
LAND ROVER Range Rover 3.6 d Vogue,28900,157000,5,272,5,2007,False,False,3d2f66f1-b8c5-47b8-801b-5871e9f8fd78
SUBARU Legacy 2.0i AWD Swiss,11900,154300,5,137,5,2005,False,False,16fcaa63-e91e-48a8-b110-91d64e36fa4c
LAMBORGHINI Diablo 5.7 VT Roadster,248500,14000,2,530,2,1998,True,True,69ee5e91-0857-4a4f-a43c-a11370b34a5e
PORSCHE 911 Carrera,69900,29500,2,345,4,2008,False,False,1ff3447a-acbd-4e94-b99c-7e38fbd4cb22
SUBARU Legacy 2.0i Swiss AWD,22550,28000,5,150,5,2009,False,False,7e35d64a-9bd2-477d-89f2-6fe0920e4eff
VOLVO C30 1.6 Kinetic,18500,32000,3,101,4,2010,False,False,931dae4f-6885-4928-82ba-cd113d6213ed
PORSCHE Cayenne Turbo,54800,36700,5,540,5,2007,False,False,41ded161-c60c-4265-9c23-909611155a82
ALFA ROMEO 159 SW 1.8TBi,29900,5900,5,200,5,2009,False,True,3391f2f4-f033-47b2-a464-b97d8777e71a
OPEL Astra 1.6i Turbo Cosmo,27500,25000,5,180,5,2011,False,False,d8d3731a-5c63-4b96-b433-6bb67dcd7ca1
OPEL Meriva 1.6i 16V L.Fresca,7800,78300,5,101,5,2004,False,False,61c50284-7cc7-4f54-98db-507a93cad915
MERCEDES-BENZ CLS 320 CDI,43500,55000,4,224,4,2005,False,True,8f2c17fa-df8a-46db-981d-16364e86d378
VOLVO C70 2.0D Momentum,43900,1000,2,136,4,2010,True,False,050675ba-718f-4c87-be2a-88ba784377ae
HONDA Accord 2.2 i-CTDi,18900,50800,4,140,5,2007,False,False,5c953b13-ea69-43f9-8a0b-c3418ceec253
MERCEDES-BENZ E 250 CDI BlueEff Avgarde,49500,46000,5,204,5,2010,False,True,3a22bd75-dd35-48cb-ba61-2d1b48f37bcf
FORD C-Max 1.8 Ambiente,10900,94000,5,125,5,2005,False,False,0d9a8062-89c6-4e1f-99dc-7a020215ea26
FORD Streetka 1.6 (Luxury),10900,39000,2,95,2,2005,True,False,92e90737-cb5e-457d-8227-91a6fc0d1aba
CITROEN Xsara Picasso 1.6i X,4900,130000,5,95,5,2002,False,False,a631356b-2ee8-472d-84e0-7b17ba5215ff
